CD_CONTRATO_VENDA,CD_PLANO,DT_SUSPENSAO,DT_EXCLUSAO,FG_FATURA_INTERNACAO,CD_PESSOA_EMPRESA,CD_UNIMED,DT_INI_VIGENCIA,CD_TAB_PRECO,CD_CATEG,FG_EXIBE_PESQ_MANUAL,FG_BENEF_CARTAO_UNICO,FG_ENVIA_DADOS_ANS,TP_ACOMOD_INTERN_PADRAO,DT_ADAPTACAO,FG_PLAC,CD_CONTRATANTE_AGRUPADOR,NM_CONTRATANTE_AGRUPADOR,DS_CONVENIO,DS_MOTIVO_SUSP_UN,IND_CO_PARTICIPACAO,TP_REMISSAO,ID_ORIGEM
1647930262725001,4427590,,,N,492317,164,25/10/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21287
1647927262526001,4427590,,,N,830623,164,05/07/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21053
1647927262530001,4427590,,,N,830694,164,06/07/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21057
1647927262535001,4427590,,,N,624501,164,07/07/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21062
1647927262539001,4427590,,,N,826107,164,10/07/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21066
1647927262543001,4427590,,,N,830941,164,11/07/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21070
1643627001,164753071,,,N,831040,164,10/07/2023,13019,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21074
1647927262549001,4427590,,,N,664759,164,13/07/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21081
1647927262551001,4427590,,,N,831335,164,17/07/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21085
1647927262555001,4427590,,,N,831390,164,18/07/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21089
1643630001,164753071,,,N,677306,164,21/07/2023,13019,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21093
1647927262563001,4427590,,,N,831579,164,21/07/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21098
1647927262565001,4427590,,,N,694685,164,25/07/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21102
1647927272571001,4427600,,,N,652130,164,25/07/2023,13541,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21106
1647928262574001,4427590,,,N,427520,164,01/08/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21111
1647928262578001,4427590,,,N,832176,164,01/08/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21115
1647928262582001,4427590,,,N,481136,164,01/08/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21119
1647928262587001,4427590,,,N,832245,164,01/08/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21124
1647928262591001,4427590,,,N,628833,164,01/08/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21128
1647928262595001,4427590,,,N,476874,164,04/08/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21132
1648003001,455753071,,,N,770691,164,17/09/2012,10974,,S,S,S,02,,N,7,APOSENT/DEMIT (PRE PATROCINADO),UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21136
1647928262601001,4427590,,,N,832547,164,10/08/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21140
1647958292605001,4500960,,,N,832571,164,09/08/2023,13539,,S,S,S,00,,N,1647952,AMBULAT CO-PARTIC 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21144
1647958292609001,4500960,,,N,730913,164,10/08/2023,13539,,S,S,S,00,,N,1647952,AMBULAT CO-PARTIC 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21148
1648004001,455753071,,,N,439382,164,15/04/2016,10974,,S,S,S,02,,N,7,APOSENT/DEMIT (PRE PATROCINADO),UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21152
1647928262614001,4427590,,,N,832902,164,11/08/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21157
1647928262618001,4427590,,,N,472139,164,14/08/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21161
1647928262622001,4427590,,,N,611419,164,21/08/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21165
1647958292624001,4500960,,,N,685704,164,22/08/2023,13539,,S,S,S,00,,N,1647952,AMBULAT CO-PARTIC 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21169
1647928262628001,4427590,,,N,833288,164,22/08/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21173
1647928262632001,4427590,,,N,813809,164,21/08/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21177
1647928262636001,4427590,,,N,833397,164,22/08/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21181
1643637001,164753071,,,N,833469,164,24/08/2023,13019,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21185
1643638001,164753071,,,N,833481,164,24/08/2023,13019,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21189
1643641001,164753071,,,N,833525,164,23/08/2023,13019,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21193
1647929262646001,4427590,,,N,834068,164,01/09/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21197
1647929262650001,4427590,,,N,834119,164,03/09/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21201
1643643001,164753071,,,N,834156,164,03/09/2023,13019,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21205
1647929262657001,4427590,,,N,834266,164,05/09/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21210
1647932272239001,442760032,,,N,818695,164,15/12/2022,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20693
1647932262241001,442759039,,,N,818833,164,19/12/2022,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20697
1647932272245001,442760032,,,N,818971,164,21/12/2022,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20701
1647932262249001,442759039,,,N,819113,164,22/12/2022,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20706
1643568001,455753071,,,N,819347,164,24/12/2022,6985,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20710
1647921262257001,4427590,,,N,820049,164,05/01/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20718
1647921262260001,4427590,,,N,820245,164,09/01/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20723
1647921262263001,4427590,,,N,751839,164,12/01/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20728
1647921262267001,4427590,,,N,454750,164,17/01/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20736
1647921262271001,4427590,,,N,532772,164,17/01/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20740
1643576001,164753071,,,N,820781,164,18/01/2023,13019,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20745
1647921262279001,4427590,,,N,734408,164,24/01/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20752
1643581001,164753071,,,N,821671,164,01/02/2023,13019,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20759
1647922262289001,4427590,,,N,795342,164,01/02/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20763
1643583001,164753071,,,N,821725,164,01/02/2023,13019,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20767
1643585001,164753071,,,N,821802,164,01/02/2023,13626,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20772
1647922262295001,4427590,,,N,821866,164,06/02/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20775
1643589001,164753071,,,N,822069,164,08/02/2023,13019,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20781
1647922272303001,4427600,,,N,559981,164,09/02/2023,13541,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20785
1647952292307001,4500960,,,N,806190,164,10/02/2023,13539,,S,S,S,00,,N,1647952,AMBULAT CO-PARTIC 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20790
1647922272310001,4427600,,,N,822433,164,15/02/2023,13541,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20796
1647952292315001,4500960,,,N,808787,164,15/02/2023,13539,,S,S,S,00,,N,1647952,AMBULAT CO-PARTIC 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20800
1647922272320001,4427600,,,N,478948,164,17/02/2023,13541,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20805
1647922262326001,4427590,,,N,822574,164,17/02/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20811
1643591001,164753071,,,N,822681,164,22/02/2023,13019,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20816
1647923262336001,4427590,,,N,823291,164,01/03/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20823
1647923262340001,4427590,,,N,705000,164,01/03/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20828
1647923262346001,4427590,,,N,804509,164,06/03/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20834
1643594001,164804079,,,N,823485,164,03/03/2023,13017,,S,S,S,01,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20838
1647923262354001,4427590,,,N,580031,164,10/03/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20844
1647953292358001,4500960,,,N,823926,164,13/03/2023,13539,,S,S,S,00,,N,1647952,AMBULAT CO-PARTIC 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20848
1647923262366001,4427590,,,N,746151,164,16/03/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20856
1647923262369001,4427590,,,N,824187,164,20/03/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20860
1647923262370001,4427590,,,N,789953,164,21/03/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20865
1647923272374001,4427600,,,N,454350,164,22/03/2023,13541,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20870
1647923262376001,4427590,,,N,824455,164,23/03/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20874
1647923262380001,4427590,,,N,824478,164,23/03/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20878
1647924272384001,4427600,,,N,825065,164,03/04/2023,13541,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20882
1647924262388001,4427590,,,N,825083,164,03/04/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20886
1647929272661001,4427600,,,N,647893,164,11/09/2023,13541,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21214
1643645001,164753071,,,N,800528,164,12/09/2023,13019,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21218
1647929262665001,4427590,,,N,474431,164,15/09/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21222
1647929262668001,4427590,,,N,834852,164,21/09/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21226
1647929272672001,4427600,,,N,834914,164,20/09/2023,13541,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21230
1647929262676001,4427590,,,N,767203,164,22/09/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21234
1647929262680001,4427590,,,N,770017,164,25/09/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21238
1647930262684001,4427590,,,N,835536,164,02/10/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21242
1647930262688001,4427590,,,N,835562,164,02/10/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21246
1647930262692001,4427590,,,N,769460,164,05/10/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21250
1647930262696001,4427590,,,N,836147,164,10/10/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21258
1647930272700001,4427600,,,N,715851,164,10/10/2023,13541,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21262
1647930262704001,4427590,,,N,836235,164,16/10/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21266
1647930272708001,4427600,,,N,437092,164,13/10/2023,13541,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21270
1647930262712001,4427590,,,N,836409,164,16/10/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21274
1647930262716001,4427590,,,N,836418,164,19/10/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21278
1647930262720001,4427590,,,N,836519,164,23/10/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21282
1647924272392001,4427600,,,N,645928,164,04/04/2023,13541,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20890
1647924262395001,4427590,,,N,819994,164,04/04/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20894
1647924272399001,4427600,,,N,691820,164,06/04/2023,13541,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20898
1647954292404001,4500960,,,N,816639,164,11/04/2023,13539,,S,S,S,00,,N,1647952,AMBULAT CO-PARTIC 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20903
1647924262407001,4427590,,,N,825467,164,11/04/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20907
1643607001,164753071,,,N,825677,164,10/04/2023,13019,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20913
1647924262415001,4427590,,,N,825761,164,17/04/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20918
1647924262419001,4427590,,,N,825950,164,18/04/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20922
1647924262426001,4427590,,,N,819375,164,24/04/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20929
1647925262429001,4427590,,,N,443790,164,02/05/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20934
1647925262433001,4427590,,,N,826540,164,02/05/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20939
1647925262436001,4427590,,,N,614307,164,05/05/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20943
1647925262442001,4427590,,,N,827067,164,08/05/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20949
1643612001,164753071,,,N,827372,164,10/05/2023,13019,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20953
1647925262447001,4427590,,,N,449030,164,10/05/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20957
1647925262450001,4427590,,,N,727351,164,11/05/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20961
1647925262454001,4427590,,,N,827600,164,17/05/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20965
1643615001,164753071,,,N,827718,164,15/05/2023,13019,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20970
1647925262461001,4427590,,,N,773643,164,22/05/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20975
1647925262464001,4427590,,,N,773423,164,25/05/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20979
1647926262467001,4427590,,,N,769470,164,01/06/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20983
1647926262471001,4427590,,,N,828454,164,01/06/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20987
1647926262476001,4427590,,,N,828468,164,01/06/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20992
1647926262480001,4427590,,,N,691897,164,01/06/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,20996
1647926262484001,4427590,,,N,492905,164,05/06/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21000
1647926262488001,4427590,,,N,828700,164,07/06/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21004
1643619001,164804079,,,N,828890,164,07/06/2023,13017,,S,S,S,01,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21009
1647926262495001,4427590,,,N,685421,164,13/06/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21013
1647926262501001,4427590,,,N,541678,164,19/06/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21019
1647926262505001,4427590,,,N,427277,164,20/06/2023,13540,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21023
1647926272510001,4427600,,,N,818108,164,22/06/2023,13541,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,21028
