CD_MUNIC,NM_MUNIC,SG_UF,ID_ORIGEM
3531308,MONTE ALTO,SP,3531308
3531407,MONTE APRAZIVEL,SP,3531407
3531506,MONTE AZUL PAULISTA,SP,3531506
3531803,MONTE MOR,SP,3531803
3531902,MORRO AGUDO,SP,3531902
3532009,MORUNGABA,SP,3532009
3532108,MURUTINGA DO SUL,SP,3532108
3532207,NARANDIBA,SP,3532207
3532306,NATIVIDADE DA SERRA,SP,3532306
3532504,NEVES PAULISTA,SP,3532504
3532603,NHANDEARA,SP,3532603
3532702,NIPOA,SP,3532702
3532801,NOVA ALIANCA,SP,3532801
3532900,NOVA EUROPA,SP,3532900
3533007,NOVA GRANADA,SP,3533007
3533403,NOVA ODESSA,SP,3533403
3533502,NOVO HORIZONTE,SP,3533502
3533601,NUPORANGA,SP,3533601
3533809,OLEO,SP,3533809
3533908,OLIMPIA,SP,3533908
3534005,ONDA VERDE,SP,3534005
3534203,ORINDIUVA,SP,3534203
3534302,ORLANDIA,SP,3534302
3534401,OSASCO,SP,3534401
3534609,OSVALDO CRUZ,SP,3534609
3534708,OURINHOS,SP,3534708
3534757,OUROESTE,SP,3534757
3534906,PACAEMBU,SP,3534906
3535002,PALESTINA,SP,3535002
3535101,PALMARES PAULISTA,SP,3535101
3535200,PALMEIRA D OESTE,SP,3535200
3535309,PALMITAL,SP,3535309
3535408,PANORAMA,SP,3535408
3535507,PARAGUACU PAULISTA,SP,3535507
3535606,PARAIBUNA,SP,3535606
3535705,PARAISO,SP,3535705
3535804,PARANAPANEMA,SP,3535804
3535903,PARANAPUA,SP,3535903
3536000,PARAPUA,SP,3536000
3536109,PARDINHO,SP,3536109
3536208,PARIQUERA ACU,SP,3536208
3536208,PARIQUERA-ACU,SP,3536208
3536307,PATROCINIO PAULISTA,SP,3536307
3536406,PAULICEIA,SP,3536406
3536505,PAULINIA,SP,3536505
3536604,PAULO DE FARIA,SP,3536604
3536703,PEDERNEIRAS,SP,3536703
3536901,PEDRANOPOLIS,SP,3536901
3537008,PEDREGULHO,SP,3537008
3537156,PEDRINHAS PAULISTA,SP,3537156
3537206,PEDRO DE TOLEDO,SP,3537206
3537305,PENAPOLIS,SP,3537305
3537404,PEREIRA BARRETO,SP,3537404
3537503,PEREIRAS,SP,3537503
3537602,PERUIBE,SP,3537602
3537800,PIEDADE,SP,3537800
3538006,PINDAMONHAGABA,SP,3538006
3538006,PINDAMONHANGABA,SP,3538006
3538105,PINDORAMA,SP,3538105
3538501,PIQUETE,SP,3538501
3538600,PIRACAIA,SP,3538600
3538709,PIRACICABA,SP,3538709
3538808,PIRAJU,SP,3538808
3538907,PIRAJUI,SP,3538907
3539004,PIRANGI,SP,3539004
3539103,PIRAPORA DO BOM JESUS,SP,3539103
3539202,PIRAPOZINHO,SP,3539202
3539301,PIRASSUNUNGA,SP,3539301
3539400,PIRATININGA,SP,3539400
3539509,PITANGUEIRAS,SP,3539509
3539806,POA,SP,3539806
3539905,POLONI,SP,3539905
3540101,PONGAI,SP,3540101
3540200,PONTAL,SP,3540200
3540309,PONTES GESTAL,SP,3540309
3540408,POPULINA,SP,3540408
3540606,PORTO FELIZ,SP,3540606
3540705,PORTO FERREIRA,SP,3540705
3540804,PORTIRENDABA,SP,3540804
3540804,POTIRENDABA,SP,3540804
3540903,PRADOPOLIS,SP,3540903
3541000,PRAIA GRANDE,SP,3541000
3541000,SOLEMAR,SP,3541000
3541109,PRESIDENTE ALVES,SP,3541109
3541208,PRESIDENTE BERNARDES,SP,3541208
3541307,PRESIDENTE EPITACIO,SP,3541307
3541406,PRESIDENTE PRUDENTE,SP,3541406
3541505,PRESIDENTE VENCESLAU,SP,3541505
3541604,PROMISSO,SP,3541604
3541604,PROMISSAO,SP,3541604
3541703,QUATA,SP,3541703
3541802,QUEIROS,SP,3541802
3541901,QUELUZ,SP,3541901
3542008,QUINTANA,SP,3542008
3542107,RAFARD,SP,3542107
3542206,RANCHARIA,SP,3542206
3542305,REDENCAO DA SERRA,SP,3542305
3542404,REGENTE FEIJO,SP,3542404
3542503,REGINOPOLIS,SP,3542503
3542602,REGISTRO,SP,3542602
3542701,RESTINGA,SP,3542701
3542800,RIBEIRA,SP,3542800
3542909,RIBEIRAO BONITO,SP,3542909
3543105,RIBEIRAO CORRENTE,SP,3543105
3543204,RIBEIRAO DO SUL,SP,3543204
3543303,RIBEIRAO PIRES,SP,3543303
3543402,RIBEIRAO PRETO,SP,3543402
3543402,BONFIM PAULISTA,SP,3543402
3543600,RIFAINA,SP,3543600
3543709,RINCAO,SP,3543709
3543808,RINOPOLIS,SP,3543808
3543907,RIO CLARO,SP,3543907
3544004,RIO DAS PEDRAS,SP,3544004
3544103,RIO GRANDE DA SERRA,SP,3544103
3544202,RIOLANDIA,SP,3544202
3544251,PRIMAVERA,SP,3544251
3544251,ROSANA,SP,3544251
3544301,ROSEIRA,SP,3544301
3544509,RUBINEIA,SP,3544509
3544806,SALES,SP,3544806
3544905,SALES OLIVEIRA,SP,3544905
3545209,SALTO,SP,3545209
3545407,SALTO GRANDE,SP,3545407
3545605,SANTA ADELIA,SP,3545605
3545704,SANTA ALBERTINA,SP,3545704
3545803,SANTA BARBARA D OESTE,SP,3545803
3546009,SANTA BRANCA,SP,3546009
3546108,SANTA CLARA D OESTE,SP,3546108
3546256,SANTA CRUZ DA ESPERANCA,SP,3546256
3546306,SANTA CRUZ DAS PALMEIRAS,SP,3546306
3546405,SANTA CRUZ DO RIO PARDO,SP,3546405
3546603,SANTA FE DO SUL,SP,3546603
3546702,SANTA GERTRUDES,SP,3546702
3546900,SANTA LUCIA,SP,3546900
3547205,SANTANA DA PONTE PENSA,SP,3547205
3547304,SANTANA DO PARNAIBA,SP,3547304
3547403,SANTA RITA D OESTE,SP,3547403
3547502,SANTA RITA DO PASSA QUATRO,SP,3547502
3547502,SANTA RITA PASSA QUATRO,SP,3547502
3547601,SANTA ROSA DE VITERBO,SP,3547601
3547700,SANTO ANASTACIO,SP,3547700
3547809,SANTO ANDRE,SP,3547809
3547809,UTINGA,SP,3547809
3547908,SANTO ANTONIO DA ALEGRIA,SP,3547908
3548104,SANTO ANTONIO DO JARDIM,SP,3548104
3548203,SANTO ANTONIO DO PINHAL,SP,3548203
3548401,SANTOPOLIS DO AGUAPEI,SP,3548401
3548500,SANTOS,SP,3548500
3548609,SAO BENTO DO SAPUCAI,SP,3548609
3548708,PEDRO TAQUES,SP,3548708
3548708,RUDGE RAMOS,SP,3548708
3548708,SAO BERNARDO DO CAMPO,SP,3548708
3548807,SAO CAETANO DO SUL,SP,3548807
3548906,AGUA VERMELHA,SP,3548906
3548906,SANTA EUDOXIA,SP,3548906
3548906,SAO CARLOS,SP,3548906
3549003,SAO FRANCISCO,SP,3549003
3549102,SAO JOAO DA BOA VISTA,SP,3549102
3549201,SAO JOAO DAS DUAS PONTES,SP,3549201
3549409,SAO JOAQUIM DA BARRA,SP,3549409
3549508,SAO JOSE DA BELA VISTA,SP,3549508
3549607,SAO JOSE DO BARREIRO,SP,3549607
3549706,SAO JOSE DO RIO PARDO,SP,3549706
3549805,SAO JOSE DO RIO PRETO,SP,3549805
3549904,SAO JOSE DOS CAMPOS,SP,3549904
3550001,SAO LUIZ DO PARAITINGA,SP,3550001
3550100,SAO MANUEL,SP,3550100
3550209,SAO MIGUEL ARCANJO,SP,3550209
3550308,CASCAVEL,SP,3550308
3550308,GUAIANAZES,SP,3550308
3550308,ITAQUERA,SP,3550308
3550308,N S DA PENHA,SP,3550308
3550308,SAO MIGUEL PAULISTA,SP,3550308
3550308,SAO PAULO,SP,3550308
3550308,SAOPAULO,SP,3550308
3550308,SOBRAL,SP,3550308
3550407,SAO PEDRO,SP,3550407
3550506,SAO PEDRO DO TURVO,SP,3550506
3550605,SAO ROQUE,SP,3550605
3550605,SAO ROQUE DA FARTURA,SP,3550605
3550704,SAO SEBASTIAO,SP,3550704
3550803,SAO SEBASTIAO DA GRAMA,SP,3550803
3550902,SAO SIMAO,SP,3550902
3551009,SAO VICENTE,SP,3551009
3551108,SARAPUI,SP,3551108
3551207,SARUTAIA,SP,3551207
3551405,SERRA AZUL,SP,3551405
3551504,SERRANA,SP,3551504
3551603,SERRA NEGRA,SP,3551603
3551702,SERTAOZINHO,SP,3551702
3551801,SETE BARRAS,SP,3551801
3551900,SEVERINIA,SP,3551900
3552007,SILVEIRAS,SP,3552007
3552106,SOCORRO,SP,3552106
3552205,SOROCABA,SP,3552205
3552304,SUD MENUCCI,SP,3552304
3552304,SUD MENNUCCI,SP,3552304
3552403,SUMARE,SP,3552403
3552502,SUZANO,SP,3552502
3552601,TABAPUA,SP,3552601
3552700,TABATINGA,SP,3552700
3552809,TABOAO DA SERRA,SP,3552809
3553005,TAGUAI,SP,3553005
3553104,TAIACU,SP,3553104
3553203,TAIUVA,SP,3553203
3553302,TAMBAU,SP,3553302
3553401,TANABI,SP,3553401
3553500,TAPIRAI,SP,3553500
3553609,TAPIRATIBA,SP,3553609
3553708,TAQUARITINGA,SP,3553708
3553807,TAQUARITUBA,SP,3553807
3554003,TATUI,SP,3554003
3554102,TAUBATE,SP,3554102
3554201,TEJUBA,SP,3554201
3554300,TEODORO SAMPAIO,SP,3554300
3554409,TERRA ROXA,SP,3554409
3554508,TIETE,SP,3554508
3554607,TIMBURI,SP,3554607
3554706,TORRINHA,SP,3554706
3554805,TREMEMBE,SP,3554805
3554904,TRES FRONTEIRAS,SP,3554904
3555000,TUPA,SP,3555000
3555109,TUPI PAULISTA,SP,3555109
3555208,TURIUBA,SP,3555208
3555307,TURMALINA,SP,3555307
3555406,UBATUBA,SP,3555406
3555505,UBIRAJARA,SP,3555505
3555604,UCHOA,SP,3555604
3555802,URANIA,SP,3555802
3556008,URUPES,SP,3556008
3556107,VALENTIM GENTIL,SP,3556107
3556206,VALINHOS,SP,3556206
3556305,VALPARAISO,SP,3556305
3556354,VARGEM,SP,3556354
3556404,VARGEM GRANDE DO SUL,SP,3556404
3556503,VARZEA PAULISTA,SP,3556503
3556701,VINHEDO,SP,3556701
3556800,VIRADOURO,SP,3556800
3557006,VOTORANTIM,SP,3557006
3557105,VOTUPORANGA,SP,3557105
3557204,CHAVANTES,SP,3557204
3557303,ESTIVA GERBI,SP,3557303
4100103,ABATIA,PR,4100103
4100509,ALTONIA,PR,4100509
4100707,ALTO PIQUIRI,PR,4100707
4100806,ALVORADA DO SUL,PR,4100806
4101101,ANDIRA,PR,4101101
4101200,ANTONINA,PR,4101200
4101408,APUCARANA,PR,4101408
4101408,PIRAPO,PR,4101408
4101507,ARAPONGAS,PR,4101507
4101606,ARAPOTI,PR,4101606
4101804,ARAUCARIA,PR,4101804
4101903,ASSAI,PR,4101903
4102000,ASSIS CHATEAUBRIAND,PR,4102000
4102109,ASTORGA,PR,4102109
4102406,BANDEIRANTES,PR,4102406
4102703,BARRA DO JACARE,PR,4102703
4102802,BELA VISTA DO PARAISO,PR,4102802
4102901,BITURUNA,PR,4102901
4103008,BOA ESPERANCA,PR,4103008
4103206,BOM SUCESSO,PR,4103206
4103404,CAFEARA,PR,4103404
4103503,CALIFORNIA,PR,4103503
4103602,CAMBARA,PR,4103602
4103701,CAMBE,PR,4103701
4103909,CAMPINA DA LAGOA,PR,4103909
4104204,CAMPO LARGO,PR,4104204
4104303,CAMPO MOURAO,PR,4104303
4104402,CANDIDO DE ABREU,PR,4104402
4104451,CANTAGALO,PR,4104451
4104709,CARLOPOLIS,PR,4104709
4104808,CASCAVEL,PR,4104808
4104907,CASTRO,PR,4104907
4105102,CENTENARIO DO SUL,PR,4105102
4105300,CEU AZUL,PR,4105300
4105508,CIANORTE,PR,4105508
4105706,CLEVELANDIA,PR,4105706
4105805,COLOMBO,PR,4105805
4105904,COLORADO,PR,4105904
4106001,CONGOINHAS,PR,4106001
4106209,CONTENDA,PR,4106209
4106407,CORNELIO PROCOPIO,PR,4106407
4106605,CRUZEIRO DO OESTE,PR,4106605
4106704,CRUZEIRO DO SUL,PR,4106704
4106803,CRUZ MACHADO,PR,4106803
4106902,CURITIBA,PR,4106902
4107108,DIAMANTE DO NORTE,PR,4107108
4107157,DIAMANTE DO OESTE,PR,4107157
4107256,DOURADINA,PR,4107256
4107306,CAMARGO,PR,4107306
4107504,ENGENHEIRO BELTRAO,PR,4107504
4107801,FLORAI,PR,4107801
4107900,FLORESTA,PR,4107900
4108007,FLORESTOPOLIS,PR,4108007
4108205,FORMOSA DO OESTE,PR,4108205
4108304,FOZ DO IGUACU,PR,4108304
4108320,FRANCISCO ALVES,PR,4108320
4108403,FRANCISCO BELTRAO,PR,4108403
4108601,GOIO ERE,PR,4108601
4108601,GOIOERE,PR,4108601
4108809,GUAIRA,PR,4108809
4109005,GUAPIRAMA,PR,4109005
4109203,GUARACI,PR,4109203
4109401,GUARAPUAVA,PR,4109401
4109609,GUARATUBA,PR,4109609
4109708,IBAITI,PR,4109708
4109807,IBIPORA,PR,4109807
4110003,IGUARACU,PR,4110003
4110102,IMBITUVA,PR,4110102
4110201,INACIO MARTINS,PR,4110201
4110508,IPIRANGA,PR,4110508
4110607,IPORA,SC,4110607
4110706,IRATI,PR,4110706
4110805,IRETAMA,PR,4110805
4110953,ITAIPULANDIA,PR,4110953
4111100,ITAMBE,PR,4111100
4111407,IVAI,PR,4111407
4111506,IVAIPORA,PR,4111506
4111605,IVATUBA,PR,4111605
4111803,JACAREZINHO,PR,4111803
4111902,JAGUAPITA,PR,4111902
4112009,JAGUARIAIVA,PR,4112009
4112108,JANDAIA DO SUL,PR,4112108
4112207,JANIOPOLIS,PR,4112207
4112751,JESUITAS,PR,4112751
4112801,JOAQUIM TAVORA,PR,4112801
4112900,JUNDIAI DO SUL,PR,4112900
4112959,JURANDA,PR,4112959
4113106,KALORE,PR,4113106
4113304,LARANJEIRAS DO SUL,PR,4113304
4113403,LEOPOLIS,RS,4113403
4113502,LOANDA,PR,4113502
4113601,LOBATO,PR,4113601
4113700,LONDRINA,PR,4113700
4114104,MANDAGUACU,PR,4114104
4114203,MANDAGUARI,PR,4114203
4114500,MANOEL RIBAS,PR,4114500
4114609,MARECHAL CANDIDO RONDON,PR,4114609
4114807,MARIALVA,PR,4114807
4114906,MARILANDIA DO SUL,PR,4114906
4115002,MARILENA,PR,4115002
4115101,MARILUZ,PR,4115101
4115200,MARINGA,PR,4115200
4115200,FLORIANO,PI,4115200
4115507,MARUMBI,PR,4115507
4115606,MATELANDIA,PR,4115606
4115705,MATINHOS,PR,4115705
4115804,MEDIANEIRA,PR,4115804
4116059,MISSAL,PR,4116059
4116109,MOREIRA SALES,PR,4116109
4116208,MORRETES,PR,4116208
4116604,NOVA AMERICA DA COLINA,PR,4116604
4116703,NOVA AURORA,PR,4116703
4116901,NOVA ESPERANCA,PR,4116901
4117008,NOVA FATIMA,PR,4117008
4117107,NOVA LONDRINA,PR,4117107
4117222,NOVA SANTA ROSA,PR,4117222
4117404,OURIZONA,PR,4117404
4117503,PAICANDU,PR,4117503
4117602,PALMAS,PR,4117602
4117701,PALMEIRA,PR,4117701
4117800,PALMITAL,PR,4117800
4117909,PALOTINA,PR,4117909
4118006,PARAISO DO NORTE,PE,4118006
4118105,PARANACITY,PR,4118105
4118204,PARANAGUA,PR,4118204
4118402,PARANAVAI,PR,4118402
4118501,PATO BRANCO,PR,4118501
4118808,PEABIRU,PR,4118808
4119152,PINHAIS,PR,4119152
4119301,PINHAO,PR,4119301
4119400,PIRAI DO SUL,PR,4119400
4119608,PITANGA,PR,4119608
4119905,PONTA GROSSA,PR,4119905
4119954,PONTAL DO PARANA,PR,4119954
4120002,PORECATU,PR,4120002
4120408,CASTELO BRANCO,PR,4120408
4120606,PRUDENTOPOLIS,PR,4120606
4120705,QUATIGUA,PR,4120705
4120804,QUATRO BARRAS,PR,4120804
4120903,QUEDAS DO IGUACU,PR,4120903
4121307,RANCHO ALEGRE,PR,4121307
4121406,REALEZA,PR,4121406
4121802,RIBEIRAO CLARO,PR,4121802
4121901,RIBEIRAO DO PINHAL,PR,4121901
4122107,RIO BOM,PR,4122107
4122206,RIO BRANCO DO SUL,PR,4122206
4122305,RIO NEGRO,PR,4122305
4122404,ROLANDIA,PR,4122404
4122503,RONCADOR,PR,4122503
4123006,SALTO DO LONTRA,PR,4123006
4123105,SANTA AMELIA,PR,4123105
4123204,SANTA CECILIA DO PAVAO,PR,4123204
4123501,SANTA HELENA,PR,4123501
4123709,SANTA ISABEL DO IVAI,PR,4123709
4123907,SANTA MARIANA,PR,4123907
4124053,SANTA TEREZINHA DO ITAIPU,PR,4124053
4124301,SANTO ANTONIO DO PARAISO,PR,4124301
4124509,SANTO INACIO,PR,4124509
4124707,SAO JERONIMO DA SERRA,PR,4124707
4125100,SAO JOAO DO TRIUNFO,PR,4125100
4125308,SAO JORGE DO IVAI,PR,4125308
4125506,SAO JOSE DOS PINHAIS,PR,4125506
4125605,SAO MATEUS DO SUL,PR,4125605
4125704,SAO MIGUEL DO IGUACU,PR,4125704
4125803,SAO PEDRO DO IVAI,PR,4125803
4126009,SAO SEBASTIAO DA AMOREIRA,PR,4126009
4126256,SARANDI,PR,4126256
4126405,SERTANEJA,PR,4126405
4126900,TAPIRA,PR,4126900
4127007,TEIXEIRA SOARES,PR,4127007
4127106,TELEMACO BORBA,PR,4127106
4127205,TERRA BOA,PR,4127205
4127304,TERRA RICA,PR,4127304
4127403,SANTA RITA DO OESTE,PR,4127403
4127403,TERRA ROXA,PR,4127403
4127502,TIBAGI,PR,4127502
4127700,TOLEDO,PR,4127700
4127957,TUPASSI,PR,4127957
4127965,TURVO,PR,4127965
4128005,UBIRATA,PR,4128005
4128104,UMUARAMA,PR,4128104
4128104,UMURARA,PR,4128104
4128203,UNIAO DA VITORIA,SC,4128203
4128203,UNIAO DA VITORIA,PR,4128203
4128401,URAI,PR,4128401
4128559,VERA CRUZ DO OESTE,PR,4128559
4200101,ABELARDO LUZ,SC,4200101
4200200,AGROLANDIA,SC,4200200
4200408,AGUA DOCE,SC,4200408
4200507,AGUAS DE CHAPECO,SC,4200507
4200606,AGUAS MORNAS,SC,4200606
4200705,ALFREDO WAGNER,SC,4200705
4200804,ANCHIETA,SC,4200804
4200903,ANGELINA,SC,4200903
4201000,ANITA GARIBALDI,SC,4201000
4201109,ANITAPOLIS,SC,4201109
4201208,ANTONIO CARLOS,SC,4201208
4201257,APIUNA,SC,4201257
4201273,ARABUTA,SC,4201273
4201307,ARAQUARI,SC,4201307
4201406,ARARANGUA,SC,4201406
4201505,ARMAZEM,SC,4201505
4201604,ARROIO TRINTA,SC,4201604
4201703,ASCURRA,SC,4201703
4201802,ATALANTA,SC,4201802
4202008,BALNEARIO CAMBORIU,SC,4202008
4202107,BARRA VELHA,SC,4202107
4202305,BIGUACU,SC,4202305
4202404,BLUMENAU,SC,4202404
4202438,BOCAINA DO SUL,SC,4202438
4202602,BOM RETIRO,SC,4202602
4202800,BRACO DO NORTE,SC,4202800
4202909,BRUSQUE,SC,4202909
4203006,CACADOR,SC,4203006
4203105,CAIBI,SC,4203105
4203204,CAMBORIU,SC,4203204
4203303,CAMPO ALEGRE,SC,4203303
4203402,CAMPO BELO DO SUL,SC,4203402
4203501,CAMPO ERE,SC,4203501
4203600,CAMPOS NOVOS,SC,4203600
4203709,CANELINHA,SC,4203709
4203808,CANOINHAS,SC,4203808
4203907,CAPINZAL,SC,4203907
4204004,CATANDUVAS,SC,4204004
4204103,CAXAMBU DO SUL,SC,4204103
4204152,CELSO RAMOS,SC,4204152
4204202,CHAPECO,SC,4204202
4204301,CONCORDIA,SC,4204301
4204400,FREITAS,SC,4204400
4204509,CORUPA,SC,4204509
4204558,CORREIA PINTO,SC,4204558
4204608,CRICIUMA,SC,4204608
4204707,CUNHA PORA,SC,4204707
4204806,CURITIBANOS,SC,4204806
4204905,DESCANSO,SC,4204905
4205001,DIONISIO CERQUEIRA,SC,4205001
4205209,ERVAL VELHO,SC,4205209
4205308,FACHINAL DOS GUEDES,SC,4205308
4205407,FLORIANOPOLIS,SC,4205407
4205506,FRAIBURGO,SC,4205506
4205605,GALVAO,SC,4205605
4205704,GAROPABA,SC,4205704
4205803,GARUVA,SC,4205803
4205902,GASPAR,SC,4205902
4206009,GOVERNADOR CELSO RAMOS,SC,4206009
4206108,GRAO PARA,SC,4206108
4206405,GUARACIABA,SC,4206405
4206504,GUARAMIRIM,SC,4206504
4206603,GUARUJA DO SUL,SC,4206603
4206801,IBICARE,SC,4206801
4207007,ICARA,SC,4207007
4207205,IMARUI,SC,4207205
4207304,IMBITUBA,SC,4207304
4207502,INDAIAL,SC,4207502
4207601,IPIRA,SC,4207601
4207700,IPUMIRIM,SC,4207700
4207809,IRANI,SC,4207809
4207908,IRINEOPOLIS,SC,4207908
4208005,ITA,SC,4208005
4208203,ITAJAI,SC,4208203
4208302,ITAPEMA,SC,4208302
4208401,ITAPIRANGA,SC,4208401
4208609,JABORA,SC,4208609
4208708,JACINTO MACHADO,SC,4208708
4208807,JAGUARUNA,SC,4208807
4208906,JARAGUA DO SUL,SC,4208906
4209003,JOACABA,SC,4209003
4209102,JOINVILLE,SC,4209102
4209201,LACERDOPOLIS,SC,4209201
4209300,LAJES,SC,4209300
4209409,LAGUNA,SC,4209409
4209508,LAURENTINO,SC,4209508
4209607,LAURO MULLER,SC,4209607
4209706,LEBON REGIS,SC,4209706
4209805,LEOBERTO LEAL,SC,4209805
4209904,LONTRAS,SC,4209904
4210035,LUZERNA,SC,4210035
4210209,GERCINO,SC,4210209
4210308,VIEIRA,SC,4210308
4210407,MARACAJA,SC,4210407
4210506,MARAVILHA,SC,4210506
4210704,MATOS COSTA,SC,4210704
4210803,MELEIRO,SC,4210803
4210902,MODELO,SC,4210902
4211009,MONDAI,SC,4211009
4211108,MONTE CASTELO,SC,4211108
4211207,MORRO DA FUMACA,SC,4211207
4211306,NAVEGANTES,SC,4211306
4211405,NOVA ERECHIM,SC,4211405
4211504,NOVA TRENTO,SC,4211504
4211603,NOVA VENEZA,SC,4211603
4211702,ORLEANS,SC,4211702
4211751,OTACILIO COSTA,SC,4211751
4211801,OURO,SC,4211801
4211900,PALHOCA,SC,4211900
4212007,PALMA SOLA,SC,4212007
4212106,PALMITOS,SC,4212106
4212205,PAPANDUVA,SC,4212205
4212239,PARAISO,SC,4212239
4212304,PAULO LOPES,SC,4212304
4212403,PEDRAS GRANDES,SC,4212403
4212601,PERITIBA,SC,4212601
4212809,PICARRAS,SC,4212809
4212908,PINHALZINHO,SC,4212908
4213005,PINHEIRO PRETO,SC,4213005
4213104,PIRATUBA,SC,4213104
4213203,POMERODE,SC,4213203
4213302,PONTE ALTA,SC,4213302
4213401,PONTE SERRADA,SC,4213401
4213500,PORTO BELO,SC,4213500
4213609,PORTO UNIAO,SC,4213609
4213708,POUSO REDONDO,SC,4213708
4213807,PRAIA GRANDE,SC,4213807
4213906,PRESIDENTE CASTELO BRANCO,SC,4213906
4214003,PRESIDENTE GETULIO,SC,4214003
4214201,QUILOMBO,SC,4214201
4214300,RANCHO QUEIMADO,SC,4214300
4214409,RIO DAS ANTAS,SC,4214409
4214508,RIO DO CAMPO,SC,4214508
4214607,RIO DO OESTE,SC,4214607
4214706,RIO DOS CEDROS,SC,4214706
4214805,RIO DO SUL,SC,4214805
4214904,RIO FORTUNA,SC,4214904
4215109,RODEIO,SC,4215109
4215208,ROMELANDIA,SC,4215208
4215307,SALETE,SC,4215307
4215406,SALTO VELOSO,SC,4215406
4215505,SANTA CECILIA,SC,4215505
4215703,SANTO AMARO DA IMPERATRIZ,SC,4215703
4215802,SAO BENTO DO SUL,SC,4215802
4215901,SAO BONIFACIO,SC,4215901
4216008,SAO CARLOS,SC,4216008
4216107,SAO DOMINGOS,SC,4216107
4216206,SAO FRANCISCO DO SUL,SC,4216206
4216305,SAO JOAO BATISTA,SC,4216305
4216404,SAO JOAO DO SUL,SC,4216404
4216503,SAO JOAQUIM,SC,4216503
4216602,SAO JOSE,SC,4216602
4216701,SAO JOSE DO CEDRO,SC,4216701
4216800,SAO JOSE DO CERRITO,SC,4216800
4216909,SAO LOURENCO DO OESTE,SC,4216909
4217105,SAO MARTINHO,SC,4217105
4217204,SAO MIGUEL DO OESTE,SC,4217204
4217253,SAO PEDRO DE ALCANTARA,SC,4217253
4217303,SAUDADES,SC,4217303
4217402,SCHROEDER,SC,4217402
4217501,SEARA,SC,4217501
4217600,SIDEROPOLIS,SC,4217600
4217709,SOMBRIO,SC,4217709
4217808,TAIO,SC,4217808
4217907,TANGARA,SC,4217907
4218004,TIJUCAS,SC,4218004
4218103,TIMBE DO SUL,SC,4218103
4218202,TIMBO,SC,4218202
4218301,TRES BARRAS,SC,4218301
4218400,TREZE DE MAIO,SC,4218400
4218509,TREZE TILIAS,SC,4218509
4218608,TROMBUDO CENTRAL,SC,4218608
4218707,TUBARAO,SC,4218707
4218806,TURVO,SC,4218806
4218905,URUBICI,SC,4218905
4219002,URUSSANGA,SC,4219002
4219101,VARGEAO,SC,4219101
4219309,VIDEIRA,SC,4219309
4219507,XANXERE,SC,4219507
4219606,XAVANTINA,SC,4219606
4219705,XAXIM,SC,4219705
4220000,BALNEARIO RINCAO,SC,4220000
4300059,AGUA SANTA,RS,4300059
4300109,AGUDO,RS,4300109
4300208,AJURICABA,RS,4300208
4300307,ALECRIM,RS,4300307
4300406,ALEGRETE,RS,4300406
4300505,ALPESTRE,RS,4300505
4300554,ALTO ALEGRE,RS,4300554
4300604,ALVORADA,RS,4300604
4300638,AMARAL FERRADOR,RS,4300638
4300661,ANDRE DA ROCHA,RS,4300661
4300703,ANTA GORDA,RS,4300703
4300802,ANTONIO PRADO,RS,4300802
4300901,ARATIBA,RS,4300901
4301008,ARROIO DO MEIO,RS,4301008
4301107,ARROIO DOS RATOS,RS,4301107
4301206,ARROIO DO TIGRE,RS,4301206
4301305,ARROIO GRANDE,RS,4301305
4301404,ARVOREZINHA,RS,4301404
4301503,AUGUSTO PESTANA,RS,4301503
4301602,BAGE,RS,4301602
4301651,BARAO,RS,4301651
4301701,BARAO DO COTEGIPE,RS,4301701
4301800,BARRACAO,RS,4301800
4301909,BARRA DO RIBEIRO,RS,4301909
4301925,BARRA DO RIO AZUL,RS,4301925
4302006,BARROS CASSAL,RS,4302006
4302105,BENTO GONCALVES,RS,4302105
4302303,BOM JESUS,RS,4302303
4302352,BOM PRINCIPIO,RS,4302352
4302402,BOM RETIRO DO SUL,RS,4302402
4302501,BOSSOROCA,RS,4302501
4302600,BRAGA,RS,4302600
4302659,BROCHIER DO MARATA,RS,4302659
4302709,BUTIA,RS,4302709
4302808,BOM JARDIM,RS,4302808
4302808,CACAPAVA DO SUL,RS,4302808
4302907,CACEQUI,RS,4302907
4303004,CACHOEIRA DO SUL,RS,4303004
4303103,CACHOEIRINHA,RS,4303103
4303202,CACIQUE DOBLE,RS,4303202
4303301,CAIBATE,MG,4303301
4303400,CAICARA,RS,4303400
4303509,CAMAQUA,RS,4303509
4303558,CAMARGO,RS,4303558
4303707,CAMPINA DAS MISSOES,RS,4303707
4303806,CAMPINAS DO SUL,RS,4303806
4303905,CAMPO BOM,RS,4303905
4304002,CAMPO NOVO,RS,4304002
4304101,CAMPOS BORGES,RS,4304101
4304200,CANDELARIA,RS,4304200
4304309,CANDIDO GODOI,RS,4304309
4304408,CANELA,RS,4304408
4304507,CANGUCU,RS,4304507
4304606,CANOAS,RS,4304606
4304630,CAPAO DA CANOA,RS,4304630
4304663,CAPAO DO LEAO,RS,4304663
4304689,CAPELA DE SANTANA,RS,4304689
4304705,CARAZINHO,RS,4304705
4304804,CARLOS BARBOSA,RS,4304804
4304903,CASCA,RS,4304903
4304952,CASEIROS,RS,4304952
4305009,CATUIPE,RS,4305009
4305108,CAXIAS DO SUL,RS,4305108
