CD_TAB_PRECO;NM_TAB_PRECO;TP_TAB_PRECO;ID_ORIGEM
30002210017;DR. LUIS G S DE AVILA UD.221 - Nenhum;3;
30002210018;OFTALMO CLÍNICA LTDA 211 UD221 - Nenhum;3;
30002211001;MARCIA S VAZ - LAGES - Nenhum;3;
30002213001;SOCIMED - Nenhum;3;
30002213002;HOSP. N. SENHORA CONCEIÇÃO - Nenhum;3;
30002214001;FUND MÉD SOC RURAL RIO FORTUNA - Nenhum;3;
30002214002;HOSPITAIS UD. TUBARÃO 2 - Nenhum;3;
30002214003;EMIR SERV. MÉDICOS - Nenhum;3;
30002214004;HOSP. SANTA OTÍLIA UD. TUBARÃO - Nenhum;3;
30002214005;HOSPITAL SANTA TERESINHA UD221 - Nenhum;3;
30002215001;HOSP. UNIMED TUBARÃO 3 - Nenhum;3;
30002272001;HOSP. UNIMED CHAPECÓ - Nenhum;3;
30002273001;ASSOC. HOSP. LENOIR VARGAS - Nenhum;3;
30002274001;HOSPITAIS UNI. CHAPECÓ - Nenhum;3;
30002274002;HOSP. BEN. CAMILIANA DO SUL - Nenhum;3;
30002274003;HOSP. UNIMED CHAPECÓ 3 - Nenhum;3;
30002276001;HOSP. TRAB. R. CORONEL FREITAS - Nenhum;3;
30002276003;FUND. MÉD. ASS DO TRABL UD.227 - Nenhum;3;
30002276004;MODELO-CAXAMBU-ERECHIM UD227 - Nenhum;3;
30002420004;HOSP. DE CAMBORIU - Nenhum;3;
30002420005;P. A. UNIMED LITORAL - Nenhum;3;
30002420006;HOSPITAL UNIMED LITORAL UD.242 - Nenhum;3;
30002420007;CLIN. MARCOS KONDER UD. 242 - Nenhum;3;
30002420009;CLIN. GASTRO PROCTOLOGIA UD242 - Nenhum;3;
30002420010;CLIN SANTOS ALBUQUERQUE UD.242 - Nenhum;3;
30002420011;GASTRO & IMAGEM UD.242 - Nenhum;3;
30002420012;UROCLINICA ITAJAÍ UD.242 - Nenhum;3;
30002420013;CLIN.NEOPLASIAS LITORAL UD.242 - Nenhum;3;
30002420014;CEN. CLIN. CIR. OFTALM. UD.242 - Nenhum;3;
30002420015;DIGICARDIO LTDA UD.242 - Nenhum;3;
30002420016;GASTROCLÍNICA ITAJAI UD242 - Nenhum;3;
30002420017;CLÍNICA ORTOTRAUMA UD.242 - Nenhum;3;
30002420018;CLINMEDI UD.242 - Nenhum;3;
30002420019;INCAU UD.242 - Nenhum;3;
30002420020;CDU UNIMED UD.242 - Nenhum;3;
30002420021;COT BALNEARIO UD242 - Nenhum;3;
30002420022;CARRION & VICENTE UD.242 - Nenhum;3;
30002420023;LITOCENTRO LITORAL UD.242 - Nenhum;3;
30002420025;ODEMARI FERRARI UD.242 - Nenhum;3;
30002420026;HJAMAR FIEDLER - Nenhum;3;
30002420027;CLIN MED STA PAULINA UD.242 - Nenhum;3;
30002420029;UNIDADE RENAL_UD.242 - Nenhum;3;
30002420031;DR.TARCIO FARIA @ MED.ASSOC. - Nenhum;3;
30002420032;DRª JULIANA S F LICHT UD 242 - Nenhum;3;
30002420033;CL URIAS VIDIG BEM VIVER UD242 - Nenhum;3;
30002420034;WIPPEL TELLES SERV MED UD242 - Nenhum;3;
30002420035;DR BRUNO LORENZO SCOLARO UD242 - Nenhum;3;
30002420036;DRª CAROLINA LENHARDT UD 242 - Nenhum;3;
30002420037;DR MAURICIO A CONTI UD 242 - Nenhum;3;
30002420038;DR IVAN SAVOIA ASSEF UD 242 - Nenhum;3;
30002420039;CLARISSA BORGES KERSTEN UD 242 - Nenhum;3;
30002420040;DRA JAQUELINE R ANTUNES UD 242 - Nenhum;3;
30002420041;CLÍNICA COLPOCLIN UD 242 - Nenhum;3;
30002420042;DR MARCOS EMANUEL VENZON UD242 - Nenhum;3;
30002420043;CRISTIANO DO C. GALINDO UD 242 - Nenhum;3;
30002420044;DRª PATRÍCIA GIRARDI UD 242 - Nenhum;3;
30002420045;ASSOCIACAO RENAL VIDA ITAJAI - Nenhum;3;
30002420046;ANGIOMED CLIN ANGIOLOGIA UD242 - Nenhum;3;
30002420047;DR VENDELINO F DA ROCHA UD 242 - Nenhum;3;
30002420048;HOSP UNIMED LITORAL - Nenhum;3;
30002420049;JULIANA FLORIANI - Nenhum;3;
30002420050;DRA SIRLENE DE ASSIS BASTOS - Nenhum;3;
30002420051;DRA CLAUDIA PEREIRA - Nenhum;3;
30002422001;MAT. SANTA LUIZA - Nenhum;3;
30002422002;HOSPITAL DO CORAÇÃO - Nenhum;3;
30002422003;HOSP. MARIETA KONDER - Nenhum;3;
30002423001;HOSP. UNIVERSITÁRIO - Nenhum;3;
30003000023;DR LEO CESAR MULLER UD 300 - Nenhum;3;
30003000033;DR VITOR RAUSIS LIMA UD 300 - Nenhum;3;
30003000035;ENDOCENTER UD 300 - Nenhum;3;
30003000038;SEDAVE UD 300 - Nenhum;3;
30003002001;FUSAVI - FUND. DE SAÚDE - Nenhum;3;
30003004001;HOSP. M. AUX. E BOM JESUS - Nenhum;3;
30003004002;HOSP. MIGUEL COUTO IBIRAMA - Nenhum;3;
30003004003;HOSP. SAMÁRIA UD 300 - Nenhum;3;
30003005001;HOSP. DIVERSOS ALTO VALE - Nenhum;3;
30003006001;HOSP. DIVERSOS ALTO VALE 2 - Nenhum;3;
30003006002;DIVERSOS HOSPITAIS UD.300 - Nenhum;3;
30003310001;MÉDICOS COOPERADOS UD. BRUSQUE - Nenhum;3;
30003310002;CLIN CIR P. DR. LAERCIO UD.331 - Nenhum;3;
30003310003;INST. OLHOS DE BRUSQUE UD.331 - Nenhum;3;
30003310004;NEFROCLÍNICA UD 331 - Nenhum;3;
30003310005;DR DANIEL RODRIGO KLEIN UD 331 - Nenhum;3;
30003310006;MÉDICOS BRUSQUE 230512 - Nenhum;3;
30003313001;HOSP EVANG. MAT.CONSUL CARLOS - Nenhum;3;
30003313002;HOSP. AZAMBUJA ARQUIDIOCESANO - Nenhum;3;
30003316001;HOSPITAL JOAQUIM UD.331 - Nenhum;3;
30003316002;HOSPITAL GUABIRUBA UD.331 - Nenhum;3;
30003320001;HOSP JONAS RAMOS - Nenhum;3;
30003320002;HOSPITAL MAICÉ - Nenhum;3;
30003320003;CLIN DE FRAT. CAÇADOR UD.332 - Nenhum;3;
30003320004;DR. VALTER A TAVARES UD. 332 - Nenhum;3;
30003320005;DR. RICARDO BURKLE UD. 332 - Nenhum;3;
30003320006;DRA. KARINA B. DE SOUZA UD 332 - Nenhum;3;
30003320007;DRA. ILSE S. DRIESSEN - Nenhum;3;
30003320008;DR. FRANCISCO OGIBWISKI UD 332 - Nenhum;3;
30003320009;DR. SIDNEY MARINS UD. 332 - Nenhum;3;
30003320010;DR. OSCAR MANRIQUE UD. 332 - Nenhum;3;
30003320011;DR. MARCIO PINHA UD. 332 - Nenhum;3;
30003320012;PREST. TAXA ENDOSCOPIA - Nenhum;3;
30003350001;TAXA QUIMIOT. HOSP. STA TEREZ. - Nenhum;3;
30003350004;HEMOSERVE UD. 335 - Nenhum;3;
30003350006;INST DO SONO UD335 - Nenhum;3;
30003353001;HOSP.UNIV.STA TEREZINHA UD 335 - Nenhum;3;
30003353002;HOSP. E MAT. SÃO MIGUEL - Nenhum;3;
30003354001;HOSPITAIS UNIMED JOAÇABA 1 - Nenhum;3;
30003354002;HOSP. SÃO JOSÉ UD 335 - Nenhum;3;
30003354003;HOSPITAL N. SENH. DORES UD.335 - Nenhum;3;
30003356001;HOSPITAIS UNI.JOAÇABA 2 - Nenhum;3;
30006270001;FST SERV MED LTDA UD 627 - Nenhum;3;
30006350001;DR PAULO KANEGUSUKU UDRIOMAFRA - Nenhum;3;
30001980009;OSTEOCLINICA - ORTOTRAUMA - Nenhum;3;
30000250003;HOSPITAL NEREU RAMOS - Nenhum;3;
30002275001;ASSOC. HOSP. BEN. PINHALZINHO - Nenhum;3;
30000000612;FALTA DESCRIÇÃO - Nenhum;3;
30000000613;FALTA DESCRIÇÃO - Nenhum;3;
30000000614;FALTA DESCRIÇÃO - Nenhum;3;
30000000033;FALTA DESCRIÇÃO - Nenhum;3;
30000000434;CLIN NEUROLOGICA DE MAFRA 635 - Nenhum;3;
30000000435;ENDOSCOPIA DIG KANEGUSUKU - Nenhum;3;
30000000436;DR MAY SILVIO SILVEIRA - Nenhum;3;
30000000437;HOSP. SANTA MARIA - Nenhum;3;
30000000442;FALTA DESCRIÇÃO - Nenhum;3;
30002203004;SOC.MÃE HOSP N.S.PRAZERES U220 - Nenhum;3;
30000251039;CLINIVATI UD.25 - Nenhum;3;
30000251040;CLIMUND CLÍNICA MÉDICA UD.25 - Nenhum;3;
30000251043;CEN CLIN DO ESTREITO UD.25 - Nenhum;3;
30000251044;SANTA CLARA CLÍN MÉDICA UD.25 - Nenhum;3;
30000251045;F E J CLIN. E DERM. UD.25 - Nenhum;3;
30000251046;CLÍNICA INGLESES UD.25 - Nenhum;3;
30000251047;CORE UD.25 - Nenhum;3;
30000251048;VIVER CLÍNICA MÉDICA UD.25 - Nenhum;3;
30000251049;CLINUS CLIN DE IMAGEM UD.25 - Nenhum;3;
30000251050;ORTOPEDIA BAIA SUL UD.25 - Nenhum;3;
30000251051;DERMATUS UD.25 - Nenhum;3;
30000251052;ORTHOMED CLIN TRAUM  UD.25 - Nenhum;3;
30000251053;IMAGEM MULHER CEN DIAG UD.25 - Nenhum;3;
30000251054;CLÍNICA SÃO LUIZ UD.25 - Nenhum;3;
30000251055;CLIN MED DAGOSTIN LTDA UD.25 - Nenhum;3;
30000251056;CEN DA VISÃO CLIN E CIR UD.25 - Nenhum;3;
30000251057;CLÍNICA WILLEMANN UD.25 - Nenhum;3;
30000251058;FACE A FACE ODONTOLOGIA UD.25 - Nenhum;3;
30002270001;DR JOAO ARTUR ETZ JUNIOR UD227 - Nenhum;3;
30002270002;DR ALMIRO J B DE MIRANDA RAMOS - Nenhum;3;
30002270003;DR JEOVA JOSE DIAS UD 227 - Nenhum;3;
30002270004;DR ACHYLLES TOMAZELLI NETO - Nenhum;3;
30002270005;DR JERZY BRZOZOWSKI UD 227 - Nenhum;3;
30002270006;DR ALBERI BAU MELLER UD 227 - Nenhum;3;
30002270007;DR WALDIR SAVI JUNIOR - Nenhum;3;
30002270008;DR RODRIGO BIAZUS UD 227 - Nenhum;3;
30002270009;DR LUCIANO SANDRIN UD 227 - Nenhum;3;
30002270010;DR DELSON BONFANTE UD 227 - Nenhum;3;
30002270011;DR LUIS CARLOS FARRET JUNIOR - Nenhum;3;
30002270012;DR JORGE ALBERTO HAZIM - Nenhum;3;
30002270013;DRA MARIA E ROSSAL BET UD227 - Nenhum;3;
30002270014;DR RONEY CARLOS LORA - Nenhum;3;
30002270015;DRA ANIELA MARIA ROMANINI - Nenhum;3;
30002270016;DR EGLAS EMANUEL ROSSI - Nenhum;3;
30002270017;COT CLIN ORTOP TRAUAMTOLOGIA - Nenhum;3;
30002270018;GASTRO CLINICA MEDCENTER SC - Nenhum;3;
30002270019;HOSP. NOSSA SENHORA DA SAÚDE - Nenhum;3;
30002420001;FUN. MED. TRAB. RURAL L. ALVES - Nenhum;3;
30002420002;HOSP. OLHOS SANTA CATARINA - Nenhum;3;
30002420003;HOSP. SANTA INES - Nenhum;3;
30000250107;CVPE CIR VASC PERIF ENDO UD 25 - Nenhum;3;
30000250108;CLIN DOENÇAS OSTEOARTIC UD 25 - Nenhum;3;
30000250109;CENTRO CAT DIAG GINEC IMPERATR - Nenhum;3;
30000250111;CLINICA MEDICA ZANELLA UD 25 - Nenhum;3;
30000250113;COF - CENTRO DE OTORRINOLARIN - Nenhum;3;
30000250114;CENTRO MÉDICO INTEGRADO 025 - Nenhum;3;
30000250115;CLIN ENDOSC CAMPINAS 025 - Nenhum;3;
30000250116;CLINIFEMINA 025 - Nenhum;3;
30000250117;USUY CLÍN MÉDICOS ASSOC. UD 25 - Nenhum;3;
30000250118;CLINIPAR CLIN INFANTIL UD 25 - Nenhum;3;
30000250119;OTORRINUS CLIN OTORRINO UD 25 - Nenhum;3;
30000250120;SONITEC UD 25 - Nenhum;3;
30000250122;PRO COLUNA UD 25 - Nenhum;3;
30000250123;CLINICA EBENEZER - FILIAL -UGF - Nenhum;3;
30000250124;OPHTHALMOLASER STA CAT. UD 25 - Nenhum;3;
30000250125;LABORATORIO SANTA LUZIA - Nenhum;3;
30000251001;DERMAVITAE CEN INTEF DE UD.25 - Nenhum;3;
30000251004;CLIMAMA UD.25 - Nenhum;3;
30000251005;CLIN MED PADRE ALFONS UD.25 - Nenhum;3;
30000250081;ENDOGASTRO UD.25 - Nenhum;3;
30000250082;CLIN MED BIGUAÇU UD.25 - Nenhum;3;
30000250083;IMAGEM CEN DE DIAG MÉD UD.25 - Nenhum;3;
30000250085;CCPO  UD.25 - Nenhum;3;
30000250086;INCOT ORTHOS UD.25 - Nenhum;3;
30000250087;ONCOLOGIA CLÍNICA FPOLIS UD.25 - Nenhum;3;
30000250088;ARCO IRIS CLIN PEDIAT. UD.25 - Nenhum;3;
30000250089;CLINIPELE UD.25 - Nenhum;3;
30000250090;ENDO IMAGEM S/S UD.25 - Nenhum;3;
30000250092;ANGIOCLÍNICA UD.25 - Nenhum;3;
30000250093;CEN ESP DE ONCOLOGIA UD.25 - Nenhum;3;
30000250096;SOS ORTOPEDIA STA MONICA UD.25 - Nenhum;3;
30000250097;CLIN PRONTOMED LAGOA UD.25 - Nenhum;3;
30000250098;CEN DERMATOP CAT. UD.25 - Nenhum;3;
30000250099;IOT INST DE ORTOP E UD.25 - Nenhum;3;
30000250100;PNEUMOCENTER -_UD.025 - Nenhum;3;
30000000030;FALTA DESCRIÇÃO - Nenhum;3;
30000000037;3 MÉDICOS DA UD. VIDEIRA - Nenhum;3;
30000000038;MASTER CLIN. SERV.MÉD. UD.622 - Nenhum;3;
30000000039;ORTOCLÍNICA SÃO LUCAS UD.635 - Nenhum;3;
30000000040;SURGAPED UD.627 - Nenhum;3;
30000000041;ONCOCLÍNICA JARAGUA UD. 634 - Nenhum;3;
30000000042;SERV. DE HEM. CONCÓRDIA UD 627 - Nenhum;3;
30000000043;CLÍNICA MÉD. INTEGRADA UD.627 - Nenhum;3;
30000000044;HOSP. SÃO SEBASTIÃO UD.334 - Nenhum;3;
30000000045;DR. VICENTE MAZZARO UD. 611 - Nenhum;3;
30000000046;DR. WAGNER H. PELAGGIO UD.611 - Nenhum;3;
30000260021;HOSP. DE OLHOS FREITAG UD.26 - Nenhum;3;
30000260022;OTOCLÍNICA UD.26 - Nenhum;3;
30000260023;PAMPLONA ORTOP E TRAUM UD.26 - Nenhum;3;
30000260024;INTERMED RIO DOS CEDROS UD.26 - Nenhum;3;
30000260025;CLÍNICA SÃO FRANCISCO UD.26 - Nenhum;3;
30000260014;UROCLÍNICA BLUMENAU UD. 26 - Nenhum;3;
30000260015;LIESENBERG ORT. TRAUM. UD. 26 - Nenhum;3;
30000270004;CAT. PARA HOSP. SADALLA - Nenhum;3;
30000270005;HOSP. SÃO JOSÉ - JLLE - Nenhum;3;
30000270006;CENT. TRAT.DOENÇAS RENAIS JLLE - Nenhum;3;
40000000002;FALTA DESCRIÇÃO - Cilindro;3;
40000000335;FALTA DESCRIÇÃO - Cilindro;3;
40000000014;FALTA DESCRIÇÃO - Cilindro;3;
40000000027;FALTA DESCRIÇÃO - Cilindro;3;
40000000028;FALTA DESCRIÇÃO - Cilindro;3;
40000000291;FALTA DESCRIÇÃO - Cilindro;3;
40000000401;FALTA DESCRIÇÃO - Cilindro;3;
40000000633;FALTA DESCRIÇÃO - Cilindro;3;
40000000012;13 - Cilindro;3;
40000000013;FALTA DESCRIÇÃO - Cilindro;3;
40000000026;FALTA DESCRIÇÃO - Cilindro;3;
40000000428;FALTA DESCRIÇÃO - Cilindro;3;
40000000024;FALTA DESCRIÇÃO - Cilindro;3;
40000000033;FALTA DESCRIÇÃO - Cilindro;3;
40000000009;FALTA DESCRIÇÃO - Cilindro;3;
40000000020;FALTA DESCRIÇÃO - Cilindro;3;
40000000031;FALTA DESCRIÇÃO - Cilindro;3;
40000000032;FALTA DESCRIÇÃO - Cilindro;3;
40000000016;FALTA DESCRIÇÃO - Cilindro;3;
40000000023;FALTA DESCRIÇÃO - Cilindro;3;
40000000004;FALTA DESCRIÇÃO - Cilindro;3;
40000000022;FALTA DESCRIÇÃO - Cilindro;3;
40000000025;FALTA DESCRIÇÃO - Cilindro;3;
40000000029;FALTA DESCRIÇÃO - Cilindro;3;
40000000030;FALTA DESCRIÇÃO - Cilindro;3;
40000000001;FALTA DESCRIÇÃO - Cilindro;3;
40000000010;15 - Cilindro;3;
40000000015;FALTA DESCRIÇÃO - Cilindro;3;
40000000006;FALTA DESCRIÇÃO - Cilindro;3;
40000000602;FALTA DESCRIÇÃO - Cilindro;3;
40000000629;FALTA DESCRIÇÃO - Cilindro;3;
40000000011;FALTA DESCRIÇÃO - Cilindro;3;
40000000017;FALTA DESCRIÇÃO - Cilindro;3;
40000000019;FALTA DESCRIÇÃO - Cilindro;3;
40000000403;HOSP. STA CRUZ 7% 16/12/06 - Cilindro;3;
40000000630;HOSP. 627  NÍVEL 6 3,51% 2007 - Cilindro;3;
40000000430;HOSP. 627 NÍVEL 4 3,51% 2007 - Cilindro;3;
40000000431;HOSP. SÃO PEDRO 40043 3,51% 07 - Cilindro;3;
40003002001;FUSAVI - FUND. DE SAÚDE - Cilindro;3;
40003006001;HOSP. DIVERSOS ALTO VALE 2 - Cilindro;3;
40000265001;HOSP. SÃO BENEDITO - Cilindro;3;
40000265002;HOSP. VILA ITOUPAVA - Cilindro;3;
40000264001;HOSP. RIO DO TESTO - Cilindro;3;
40000264002;HOSP. E MAT. OASE - Cilindro;3;
40002273001;ASSOC. HOSP. LENOIR VARGAS - Cilindro;3;
40002274001;HOSPITAIS UNI. CHAPECÓ - Cilindro;3;
40002274002;HOSP. BEN. CAMILIANA DO SUL - Cilindro;3;
40002276001;HOSP. TRAB. R. CORONEL FREITAS - Cilindro;3;
40002203001;SEC. DE ESTADO DE SAÚDE UD.221 - Cilindro;3;
40002204001;HOSP. UNIMED LAGES 2 - Cilindro;3;
40000000096;TAXAS CLINICA BECKER S/C LTDA - Cilindro;3;
40002205001;HOSP. UNIMED LAGES 3 - Cilindro;3;
40000270003;HOSPITAL DONA HELENA - Cilindro;3;
40000260007;HOSP UNIMED VILA NOVA UD.26 - Cilindro;3;
40000000608;HOSPITAL SÃO SEBASTIÃO UD. 635 - Cilindro;3;
40002420018;CLINMEDI UD.242 - Cilindro;3;
40002420020;CDU UNIMED UD.242 - Cilindro;3;
40002420022;CARRION & VICENTE UD.242 - Cilindro;3;
40002420025;ODEMARI FERRARI UD.242 - Cilindro;3;
40002420026;HJAMAR FIEDLER - Cilindro;3;
40002420027;CLIN MED STA PAULINA UD.242 - Cilindro;3;
40002276004;MODELO-CAXAMBU-ERECHIM UD227 - Cilindro;3;
40000260113;ULTRAS DIAGN ST ISABEL UD  26 - Cilindro;3;
40003354003;HOSPITAL N. SENH. DORES UD.335 - Cilindro;3;
40002420033;CL URIAS VIDIG BEM VIVER UD242 - Cilindro;3;
40002074002;IEAS HOSP SALVAT S LUIZ UD 207 - Cilindro;3;
40003316002;HOSPITAL GUABIRUBA UD.331 - Cilindro;3;
40000000603;HOSP. SANTO ANTONIO REAJ 3,12% - Cilindro;3;
40000000443;HOSP. F BRUNO, NS APAREC.5,76% - Cilindro;3;
40000000643;HOSP. SÃO CRIST.,VARGEÃO 5,76% - Cilindro;3;
40000000432;HOSP.STA MARIA/SÃO LUCAS 4,78% - Cilindro;3;
40001980001;HOSP. SÃO JOÃO BATISTA - Cilindro;3;
40003004001;HOSP. M. AUX. E BOM JESUS - Cilindro;3;
40003004002;HOSP. MIGUEL COUTO IBIRAMA - Cilindro;3;
40003005001;HOSP. DIVERSOS ALTO VALE - Cilindro;3;
40003004003;HOSP. SAMÁRIA UD 300 - Cilindro;3;
40000250028;CLÍNICA SAINT PATRICK UD 25 - Cilindro;3;
40000250030;CLÍNICA SANTA HELENA - Cilindro;3;
40002214001;FUND MÉD SOC RURAL RIO FORTUNA - Cilindro;3;
40002214002;HOSPITAIS UD. TUBARÃO 2 - Cilindro;3;
40002214003;EMIR SERV. MÉDICOS - Cilindro;3;
40002215001;HOSP. UNIMED TUBARÃO 3 - Cilindro;3;
40002422001;MAT. SANTA LUIZA - Cilindro;3;
40002420002;HOSP. OLHOS SANTA CATARINA - Cilindro;3;
40002420005;P. A. UNIMED LITORAL - Cilindro;3;
40001980006;FUND. SOC. HOSP. IÇARA - Cilindro;3;
40000260006;HOSP OSVALDO CRUZ UD. BLUMENAU - Cilindro;3;
40002204002;HOSP BERMIRO SAG. E OUTROS - Cilindro;3;
40000260015;LIESENBERG ORT. TRAUM. UD. 26 - Cilindro;3;
40000000605;HOSP. MUN. STO ANTONIO UD.635 - Cilindro;3;
40002276003;FUND. MÉD. ASS DO TRABL UD.227 - Cilindro;3;
40002203003;HOSP. INF. SEARA DO BEM UD.220 - Cilindro;3;
40002203004;SOC.MÃE HOSP N.S.PRAZERES U220 - Cilindro;3;
40003006002;DIVERSOS HOSPITAIS UD.300 - Cilindro;3;
40000250103;SAFE CIRURGICO UD 25 - Cilindro;3;
40000000107;POL. DE ONC HEM CAT UD. 635 - Cilindro;3;
40001480003;CDI VISION UD.148 - Cilindro;3;
40000251078;HOSPITAL BAIA SUL UD. 025 - Cilindro;3;
40000000018;DEOLINDO J. BAGGIO REAJ 5,76% - Cilindro;3;
40000000034;COT UD 627 PORTE 0 AO 4 - Cilindro;3;
40000000604;HOSP.BOMJESUS/FUND.BITURUNA 2% - Cilindro;3;
40000000406;MAT.DONA CAT.KUSS NÍVEL4 AHESC - Cilindro;3;
40000250013;HOSP. LARA RIBAS - Cilindro;3;
40000250046;BAIA SUL DAY HOSPITAL - Cilindro;3;
40000250047;CLIN. CAMINHO DO SOL - Cilindro;3;
40000250049;NAS NUCLEO ATEN.SAUDE KOBRASOL - Cilindro;3;
40003353002;HOSP. E MAT. SÃO MIGUEL - Cilindro;3;
40003320001;HOSP JONAS RAMOS - Cilindro;3;
40003316001;HOSPITAL JOAQUIM UD.331 - Cilindro;3;
40002274003;HOSP. UNIMED CHAPECÓ 3 - Cilindro;3;
40001486003;HOSP. MARAN WATTE ACOSTA - Cilindro;3;
40000000035;HOSP. DOM JOAQUIM UD. 334 - Cilindro;3;
40000260017;CLÍNICA STA LUZIA (IOB) UD.26 - Cilindro;3;
40000260018;FUND HOSP.R. DOS CEDROS UD.26 - Cilindro;3;
40000260019;BOTELHO OFTALMOCLÍNICA UD.26 - Cilindro;3;
40000260020;CLIN. OLHOS DR ROBERTO UD.26 - Cilindro;3;
40000260021;HOSP. DE OLHOS FREITAG UD.26 - Cilindro;3;
40000260024;INTERMED RIO DOS CEDROS UD.26 - Cilindro;3;
40000260051;DR. ANDRÉ D MACHADO UD.26 - Cilindro;3;
40000260056;GASTROBLUIMAGEM UD.26 - Cilindro;3;
40000260058;SKOPIA  UD.26 - Cilindro;3;
40000260061;CLIN DE MED INT POMERODE UD.26 - Cilindro;3;
40000260062;DR. SÉRGIO DUARTE E  CIA UD.26 - Cilindro;3;
40000250090;ENDO IMAGEM S/S UD.25 - Cilindro;3;
40000251016;G & A ASSOC POLIC UD.25 - Cilindro;3;
40000251020;SIVIZA S/A LTDA UD.25 - Cilindro;3;
40000000405;HOSP. TRÊS BARRAS 7% 12/12/06 - Cilindro;3;
40000000060;CLÍNICA CORSO VAL. NÍVEL 6 - Cilindro;3;
40000250002;HOSP. JOANA DE GUSMÃO - Cilindro;3;
40000250003;HOSPITAL NEREU RAMOS - Cilindro;3;
40000250009;CASA DE SAÚDE SÃO SEBASTIÃO - Cilindro;3;
40000250010;INST. SÃO JOSÉ LTDA - Cilindro;3;
40002074001;FUND HOSP. RIO NEGRINHO E IEAS - Cilindro;3;
40002073001;SOC. MÃE DIVINA PROVIDENCIA - Cilindro;3;
40002070001;CLÍNICA DA VISÃO HADDAD - Cilindro;3;
40002070003;CEMOX - CENTRO MED. OXFORD - Cilindro;3;
40002070005;CLÍNICA RIM & VIDA S/C LTDA - Cilindro;3;
40001484001;HOSP. VITORIA MISSEN - Cilindro;3;
40001484002;HOSP. DIVERSOS EXTREMO OESTE - Cilindro;3;
40001484003;HOSPITAL SANTO ANTONIO - Cilindro;3;
40001484004;SOC. HOSP. ITAPIRANGA - Cilindro;3;
40001485001;HOSP. REG. DE PALMITOS - Cilindro;3;
40001486001;HOSP. DIV. II EXTREMO OESTE - Cilindro;3;
40001486002;HOSP. DIV. III EXTREMO OESTE - Cilindro;3;
40003320002;HOSPITAL MAICÉ - Cilindro;3;
40000260004;BLUMENAU - INST. ORTOP. IOT - Cilindro;3;
40001486004;HOSP SANTA RITA CÁSSIA UD.148 - Cilindro;3;
40000260013;HOSP UNIMED - TIMBÓ  UD. 26 - Cilindro;3;
40003353001;HOSP.UNIV.STA TEREZINHA UD 335 - Cilindro;3;
40002420007;CLIN. MARCOS KONDER UD. 242 - Cilindro;3;
40002420009;CLIN. GASTRO PROCTOLOGIA UD242 - Cilindro;3;
40002420010;CLIN SANTOS ALBUQUERQUE UD.242 - Cilindro;3;
40002420014;CEN. CLIN. CIR. OFTALM. UD.242 - Cilindro;3;
40002420015;DIGICARDIO LTDA UD.242 - Cilindro;3;
40002203002;HOSP. CAR. N.S. PRAZERES UD220 - Cilindro;3;
40000265003;HOSP. NSSA SRA PERP SOC UD.026 - Cilindro;3;
40002204003;HOSP. FREI ROGÉRIO UD.220 - Cilindro;3;
40000000407;HOSP.MUNIC. STO ANTONIO UD 634 - Cilindro;3;
40002214004;HOSP. SANTA OTÍLIA UD. TUBARÃO - Cilindro;3;
40000260074;HOSPITAL DE OLHOS UD.BLUMENAU - Cilindro;3;
40003350002;SIIM SERV. INTEGRADO UD. 335 - Cilindro;3;
40003350003;SERVITOM SERV. DIAG. UD. 335 - Cilindro;3;
40003310002;CLIN CIR P. DR. LAERCIO UD.331 - Cilindro;3;
40003310003;INST. OLHOS DE BRUSQUE UD.331 - Cilindro;3;
40002200001;CENTRO HEMOD PLAN CAT UD.220 - Cilindro;3;
40000000044;HOSP. SÃO SEBASTIÃO UD.334 - Cilindro;3;
40000260110;PULMOCLÍNICA           UD. 026 - Cilindro;3;
40000000104;CEAC CARDIOLOGIA UD. 613 - Cilindro;3;
40000000631;HOSP.NÍVEL 6 UD. CONCÓRDIA - Cilindro;3;
40002270019;HOSP. NOSSA SENHORA DA SAÚDE - Cilindro;3;
40001480007;SERV IMAGEM INTEGRADA MED 148 - Cilindro;3;
40000000609;HOSPITAL BOM JESUS - Cilindro;3;
40000000437;HOSP. SANTA MARIA - Cilindro;3;
40002275001;ASSOC. HOSP. BEN. PINHALZINHO - Cilindro;3;
40000000433;HOSP SANTA MARIA E SÃO LUCAS - Cilindro;3;
50000000342;FALTA DESCRIÇÃO - Central;3;
50000000014;FALTA DESCRIÇÃO - Central;3;
50000000027;FALTA DESCRIÇÃO - Central;3;
50000000028;FALTA DESCRIÇÃO - Central;3;
50000000291;FALTA DESCRIÇÃO - Central;3;
50000000012;13 - Central;3;
50000000013;FALTA DESCRIÇÃO - Central;3;
50000000026;FALTA DESCRIÇÃO - Central;3;
50000000024;FALTA DESCRIÇÃO - Central;3;
50000000033;FALTA DESCRIÇÃO - Central;3;
50000000020;FALTA DESCRIÇÃO - Central;3;
50000000031;FALTA DESCRIÇÃO - Central;3;
50000000032;FALTA DESCRIÇÃO - Central;3;
50000000016;FALTA DESCRIÇÃO - Central;3;
50000000023;FALTA DESCRIÇÃO - Central;3;
50000000334;FALTA DESCRIÇÃO - Central;3;
50000000022;FALTA DESCRIÇÃO - Central;3;
50000000025;FALTA DESCRIÇÃO - Central;3;
